1.0 0:1 38290:1  58013:1.0  
0.0 12:1 53104:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53309:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53391:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53715:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53731:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53742:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53909:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53913:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 53957:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54054:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54060:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54095:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54105:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54131:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54223:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54688:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 54871:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 55322:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 55453:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 55635:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 56116:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 56353:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 56380:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 56399:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 56634:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57017:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57070:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57088:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57258:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57259:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57319:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57507:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57543:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 57749:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58035:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58146:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58332:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58366:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58402:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58403:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 58526:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59002:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59003:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59367:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59578:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59662:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
0.0 12:1 59757:1  43124:0.188982236505 43038:0.188982236505 43732:0.188982236505 43609:0.188982236505 43891:0.188982236505 44058:0.188982236505 45693:0.188982236505 45889:0.188982236505 45869:0.188982236505 46474:0.188982236505 46830:0.188982236505 48430:0.188982236505 48330:0.188982236505 48512:0.188982236505 49369:0.188982236505 50184:0.188982236505 48308:0.188982236505 50976:0.188982236505 51247:0.188982236505 52357:0.188982236505 53411:0.188982236505 55078:0.188982236505 57423:0.188982236505 58604:0.188982236505 58729:0.188982236505 59458:0.188982236505 60368:0.188982236505 61493:0.188982236505  
